Title,Rating,Body,Review_Text,Sentiment,word_count,char_count,exclam_count,ques_count
Value for money,4,Little weighty compare to other market leading handsets. And sometimes it hangs if you gaming. But overall it is good for daily use mobile in budget price.,Little weighty compare to other market leading handsets. And sometimes it hangs if you gaming. But overall it is good for daily use mobile in budget price.,Positive,27,155,0,0
Product is nice ✌,4,"Finger print reader is good,battery life is excellent,and camera is averageBut the delivery boy is not good and sincere, he is delivered the package without calling me and he is handover the package the other guy without my permission this not so good for Amazon's reputation","Finger print reader is good,battery life is excellent,and camera is averageBut the delivery boy is not good and sincere, he is delivered the package without calling me and he is handover the package the other guy without my permission this not so good for Amazon's reputation",Positive,46,275,0,0
Recommend for light usage,3,I have bought M12 mobile on Apr2021 and the cost of Rs.90000/-. It was working good and when you playing the games got struck up. So I'm strongly not recommended for game players.,I have bought M12 mobile on Apr2021 and the cost of Rs.90000/-. It was working good and when you playing the games got struck up. So I'm strongly not recommended for game players.,Neutral,33,179,0,0
Good product. Features mentioned and performance is upto the expectation,5,Good performance from last 10days(the day I bought it) classy look and better performance with multitasking and multiple profiles. As I have official and personal Apps profile configured on to it. Works amazingly on both,Good performance from last 10days(the day I bought it) classy look and better performance with multitasking and multiple profiles. As I have official and personal Apps profile configured on to it. Works amazingly on both,Positive,35,220,0,0
"Heavy, Thick and Display ppi is also low",3,Too heavy for a person to hold it in a pocket and it’s thickness is also more. Over all a bulky good phone at its 10-11k price.,Too heavy for a person to hold it in a pocket and it’s thickness is also more. Over all a bulky good phone at its 10-11k price.,Neutral,27,127,0,0
value for money m12,5,after using for month feel it is value for money.  battery stays charged for days.  better would be more powerful charge it takes bit of time to charge battery.,after using for month feel it is value for money.  battery stays charged for days.  better would be more powerful charge it takes bit of time to charge battery.,Positive,29,160,0,0
"One of the best phones at Rs 9,500/-",4,"Around 10,000 ho for it until better arrives. Not for gaming. For normal people the phone is best","Around 10,000 ho for it until better arrives. Not for gaming. For normal people the phone is best",Positive,18,97,0,0
Nice  mobile  light  weight and look  good,4,"I like  all , only  display  build  quality  is  low  no  gorrila  glass..protection. I  drop  only  one time  and  it  will  crack  accidently .","I like  all , only  display  build  quality  is  low  no  gorrila  glass..protection. I  drop  only  one time  and  it  will  crack  accidently .",Positive,24,145,0,0
CAMERA VERY POOR.,3,"Over all the Phone is fine. The worst part is the Camera, 48 MP is a joke, the photos are pixelated. Shoot in broad daylight its looks fine but zoom in and its pretty bad. Samsung I hope will come up with an update to make the camera really worth it.","Over all the Phone is fine. The worst part is the Camera, 48 MP is a joke, the photos are pixelated. Shoot in broad daylight its looks fine but zoom in and its pretty bad. Samsung I hope will come up with an update to make the camera really worth it.",Neutral,51,250,0,0
Genuine review,3,Phone is heavy. Camera quality is not upto the mark when compared with redmi note 9 and other phones in same category.Display is just average.Speed is good. Remaining all the features are good,Phone is heavy. Camera quality is not upto the mark when compared with redmi note 9 and other phones in same category.Display is just average.Speed is good. Remaining all the features are good,Neutral,33,192,0,0
Good phone at the price range,4,Charger not working within a month of purchase.The mobile is very good for its price.The fingerprint & face recognition is not upto mark.Camera & battery are good,Charger not working within a month of purchase.The mobile is very good for its price.The fingerprint & face recognition is not upto mark.Camera & battery are good,Positive,27,162,0,0
Don't  buy,1,"Fingerprint  sensor is very bad, camera quality is worst, battery life is not performing like a 6000 mah. Phone started hanging from the day 2nd. Build is good. Any phone of Xiaomi, even lower than this price will be performing much more better than this phone.","Fingerprint  sensor is very bad, camera quality is worst, battery life is not performing like a 6000 mah. Phone started hanging from the day 2nd. Build is good. Any phone of Xiaomi, even lower than this price will be performing much more better than this phone.",Negative,46,261,0,0
